"agency_type","address_city","problem","problem_count","month_response","year_response"
"Fire","SAN DIEGO","Miscellaneous Rescue","8","11","2012"
"Fire","SAN DIEGO","Natural Gas Leak/Odor","48","11","2012"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L4)","1","11","2012"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","14","11","2012"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","800","11","2012"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","148","11","2012"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","364","11","2012"
"Fire","SAN DIEGO","Smoke Check","48","11","2012"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","193","11","2012"
"Fire","SAN DIEGO","Traffic Accident (L1)","721","11","2012"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","68","11","2012"
"Fire","SAN DIEGO","Tree","5","11","2012"
"Fire","SAN DIEGO","Vehicle Fire Tanker","1","11","2012"
"Station 38","SAN DIEGO","Water Leak 1161","38","11","2012"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","95","11","2012"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","18","11","2012"
"Fire","SAN DIEGO","Assault/Rape (L3)","4","11","2012"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","23","11","2012"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","3","11","2012"
"Fire","SAN DIEGO","Chest Pain (L1)","684","11","2012"
"Station 38","SAN DIEGO","City Parks Issue","1","11","2012"
"Fire","SAN DIEGO","EDT/XRAY","15","11","2012"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","1","11","2012"
"Station 38","SAN DIEGO","Flat Tire 7-18","2","11","2012"
"Station 38","SAN DIEGO","Fuel/Tire","1","11","2012"
"Fire","SAN DIEGO","Headache (L4)","13","11","2012"
"Fire","SAN DIEGO","Heart Problems (L3)","4","11","2012"
"Fire","SAN DIEGO","Natural Gas Leak Lg Diam/Fire","8","11","2012"
"Fire","SAN DIEGO","Odor of Smoke","9","11","2012"
"Fire","SAN DIEGO","POISON CONTROL","4","11","2012"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","98","11","2012"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","4","11","2012"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","86","11","2012"
"Fire","SAN DIEGO","Special Service","12","11","2012"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","31","11","2012"
"Fire","SAN DIEGO","Still alarm","26","11","2012"
"Station 38","SAN DIEGO","Street Flooded 7-46","1","11","2012"
"Fire","SAN DIEGO","Structure Residential","46","11","2012"
"Station 38","SAN DIEGO","Traffic Signal 11-65","31","11","2012"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","896","11","2012"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","5","11","2012"
"Fire","SAN DIEGO","Vehicle Fire","64","11","2012"
"Fire","SAN DIEGO","Vehicle Rescue","38","11","2012"
"Fire","SAN DIEGO","Wires down","1","11","2012"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","235","11","2012"
"Fire","SAN DIEGO","Alert 2 Lindbergh","1","11","2012"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","1","11","2012"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L3)","1","11","2012"
"Fire","SAN DIEGO","Assault/Rape (L1)","251","11","2012"
"Fire","SAN DIEGO","Assist PD","5","11","2012"
"Fire","SAN DIEGO","Breathing Problems (L1)","850","11","2012"
"Fire","SAN DIEGO","Choking (L3)","12","11","2012"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","424","11","2012"
"Station 38","SAN DIEGO","Dead Animal 7-51","4","11","2012"
"Fire","SAN DIEGO","Diabetic Problems (L3)","34","11","2012"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","1","11","2012"
"Station 38","SAN DIEGO","Earth Movement","1","11","2012"
"Fire","SAN DIEGO","Electrical Short","4","11","2012"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","11","11","2012"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","814","11","2012"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","71","11","2012"
"Fire","SAN DIEGO","Heat / Cold Exposure (L3)","1","11","2012"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","29","11","2012"
"Station 38","SAN DIEGO","Hydrant Knockover","6","11","2012"
"Fire","SAN DIEGO","Illegal Burn","31","11","2012"
"Fire","SAN DIEGO","Knocked Off Hydrant","4","11","2012"
"Fire","SAN DIEGO","Lock in/out","53","11","2012"
"Station 38","SAN DIEGO","Mark Out","1","11","2012"
"Fire","SAN DIEGO","Medical Alert Alarm","73","11","2012"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","2","11","2012"
"Fire","SAN DIEGO","Odor of Chemical","2","11","2012"
"Station 38","SAN DIEGO","Poor Pressure 7-85","3","11","2012"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","56","11","2012"
"Fire","SAN DIEGO","Rubbish Fire","43","11","2012"
"Station 38","SAN DIEGO","Sewage Flood Inside","1","11","2012"
"Fire","SAN DIEGO","Shed/Outbuilding","2","11","2012"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L2)","2","11","2012"
"Station 38","SAN DIEGO","Street Hazard","26","11","2012"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","52","11","2012"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","188","11","2012"
"Fire","SAN DIEGO","Vegetation Special Resp Area","8","11","2012"
"Fire","SAN DIEGO","Vehicle vs Structure","12","11","2012"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","84","12","2012"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","17","12","2012"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","11","12","2012"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","11","12","2012"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L4)","54","12","2012"
"Fire","SAN DIEGO","Burns / Explosion (L1)","7","12","2012"
"Fire","SAN DIEGO","Burns / Explosion (L3)","1","12","2012"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","146","12","2012"
"Fire","SAN DIEGO","Chest Pain (L1)","689","12","2012"
"Fire","SAN DIEGO","Chest Pain (L3)","14","12","2012"
"Fire","SAN DIEGO","Cliff Rescue","1","12","2012"
"Fire","SAN DIEGO","Diabetic Problems (L1)","156","12","2012"
"Fire","SAN DIEGO","EDT/XRAY","18","12","2012"
"Fire","SAN DIEGO","Electrocution (L1)","2","12","2012"
"Fire","SAN DIEGO","ERT Routine HZ Waste","3","12","2012"
"Fire","SAN DIEGO","Extinguished Fire","24","12","2012"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","3","12","2012"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","157","12","2012"
"Fire","SAN DIEGO","Fuel Spill","16","12","2012"
"Fire","SAN DIEGO","HazMat","3","12","2012"
"Fire","SAN DIEGO","HazMat Single  Engine","9","12","2012"
"Fire","SAN DIEGO","Headache (L3)","7","12","2012"
"Fire","SAN DIEGO","Headache (L4)","17","12","2012"
"Fire","SAN DIEGO","Heart Problems (L1)","146","12","2012"
"Fire","SAN DIEGO","Miscellaneous Rescue","5","12","2012"
"Fire","SAN DIEGO","Odor of Smoke","6","12","2012"
"Station 38","SAN DIEGO","Open Manhole 734","3","12","2012"
"Fire","SAN DIEGO","Pole Fire","1","12","2012"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","118","12","2012"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","5","12","2012"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","80","12","2012"
"Station 38","SAN DIEGO","Pump Station Alarm 7-25","1","12","2012"
"Fire","SAN DIEGO","Ringing Alarm","419","12","2012"
"Fire","SAN DIEGO","Special Service","25","12","2012"
"Fire","SAN DIEGO","Stabbing/Gunshot (L3)","1","12","2012"
"Fire","SAN DIEGO","Still alarm","21","12","2012"
"Fire","SAN DIEGO","Structure Residential","55","12","2012"
"Station 38","SAN DIEGO","Traffic Signal 11-65","15","12","2012"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","2","12","2012"
"Fire","SAN DIEGO","Vegetation No Special Response","13","12","2012"
"Station 38","SAN DIEGO","Vehicle Broken Down 7-19","6","12","2012"
"Station 38","SAN DIEGO","Water Leak 1161","45","12","2012"
"Fire","SAN DIEGO","Water Rescue 1","1","12","2012"
"Fire","SAN DIEGO","Alert 2 - Brown/Mont","1","12","2012"
"Fire","SAN DIEGO","Alert 2 Lindbergh","1","12","2012"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L3)","4","12","2012"
"Fire","SAN DIEGO","Assault/Rape (L4)","7","12","2012"
"Fire","SAN DIEGO","Boat Fire","1","12","2012"
"Fire","SAN DIEGO","Choking (L1)","35","12","2012"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","386","12","2012"
"Fire","SAN DIEGO","CSA Medical Aid","4","12","2012"
"Fire","SAN DIEGO","Electrical Short","17","12","2012"
"Fire","SAN DIEGO","Elevator Rescue","46","12","2012"
"Fire","SAN DIEGO","Eye Problems / Injuries (L1)","6","12","2012"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","94","12","2012"
"Fire","SAN DIEGO","Heat / Cold Exposure (L1)","2","12","2012"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","261","12","2012"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L4)","1","12","2012"
"Fire","SAN DIEGO","Investigate","3","12","2012"
"Station 38","SAN DIEGO","Mark Out","4","12","2012"
"Fire","SAN DIEGO","Medical Aid","104","12","2012"
"Fire","SAN DIEGO","Noxious Odor","9","12","2012"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L1)","167","12","2012"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L2)","1","12","2012"
"Fire","SAN DIEGO","Smoke Check","60","12","2012"
"Fire","SAN DIEGO","Special Response Team","1","12","2012"
"Station 38","SAN DIEGO","Storm Drain Hazard","1","12","2012"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","208","12","2012"
"Fire","SAN DIEGO","Structure Highrise/Hospital","19","12","2012"
"Fire","SAN DIEGO","Swift Water Rescue 3","1","12","2012"
"Fire","SAN DIEGO","Traffic Accident (L1)","792","12","2012"
"Fire","SAN DIEGO","Transformer","5","12","2012"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","64","12","2012"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L2)","3","12","2012"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","9","12","2012"
"Fire","SAN DIEGO","Vehicle Fire Freeway","42","12","2012"
"Fire","SAN DIEGO","Water Flow Alarm","3","12","2012"
"Fire","SAN DIEGO","Water Removal/Flooding","18","12","2012"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","248","12","2012"
"Fire","SAN DIEGO","AID - MEDIC","3","12","2012"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","5","12","2012"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","4","12","2012"
"Fire","SAN DIEGO","Assault/Rape (L1)","289","12","2012"
"Fire","SAN DIEGO","Breathing Problems (L1)","895","12","2012"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","1","12","2012"
"Fire","SAN DIEGO","Choking (L3)","13","12","2012"
"Fire","SAN DIEGO","Community Service","2","12","2012"
"Fire","SAN DIEGO","Convulsions / Seizures (L3)","1","12","2012"
"Station 38","SAN DIEGO","Dead Animal 7-51","5","12","2012"
"Fire","SAN DIEGO","Diabetic Problems (L3)","21","12","2012"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","5","12","2012"
"Station 38","SAN DIEGO","Earth Movement","1","12","2012"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","5","12","2012"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","826","12","2012"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L2)","1","12","2012"
"Fire","SAN DIEGO","Heart Problems (L3)","2","12","2012"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","31","12","2012"
"Station 38","SAN DIEGO","Hydrant Knockover","8","12","2012"
"Fire","SAN DIEGO","Illegal Burn","31","12","2012"
"Fire","SAN DIEGO","LG Cliff Rescue","1","12","2012"
"Fire","SAN DIEGO","Lock in/out","44","12","2012"
"Fire","SAN DIEGO","Medical Alert Alarm","109","12","2012"
"Fire","SAN DIEGO","Natural Gas Leak Lg Diam/Fire","5","12","2012"
"Station 38","SAN DIEGO","No Water","14","12","2012"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","4","12","2012"
"Fire","SAN DIEGO","Oven Fire","14","12","2012"
"Fire","SAN DIEGO","POISON CONTROL","3","12","2012"
"Station 38","SAN DIEGO","Poor Pressure 7-85","4","12","2012"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","70","12","2012"
"Fire","SAN DIEGO","Ringing Alarm Highrise","171","12","2012"
"Fire","SAN DIEGO","Rubbish Fire","55","12","2012"
"Fire","SAN DIEGO","Safe Surrender","1","12","2012"
"Station 38","SAN DIEGO","Sewer Odor","1","12","2012"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L2)","2","12","2012"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","33","12","2012"
"Station 38","SAN DIEGO","Street Hazard","31","12","2012"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","54","12","2012"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L1)","193","12","2012"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L4)","16","12","2012"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","832","12","2012"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","227","12","2012"
"Fire","SAN DIEGO","Vegetation Special Resp Area","5","12","2012"
"Fire","SAN DIEGO","Vehicle Rescue","42","12","2012"
"Fire","SAN DIEGO","Vehicle vs Structure","13","12","2012"
"Station 38","SAN DIEGO","Water Main Break 7-24","8","12","2012"
"Fire","SAN DIEGO","Wires down","6","12","2012"
"Fire","SAN DIEGO","AID - COPTR","1","12","2012"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","70","12","2012"
"Fire","SAN DIEGO","Assault/Rape (L3)","7","12","2012"
"Fire","SAN DIEGO","Assist PD","4","12","2012"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","33","12","2012"
"Station 38","SAN DIEGO","Building Engineer","1","12","2012"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","50","12","2012"
"Fire","SAN DIEGO","Fence","2","12","2012"
"Station 38","SAN DIEGO","Fuel/Tire","1","12","2012"
"Fire","SAN DIEGO","Headache (L1)","57","12","2012"
"Fire","SAN DIEGO","Knocked Off Hydrant","7","12","2012"
"Fire","SAN DIEGO","Natural Gas Leak/Odor","32","12","2012"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L4)","1","12","2012"
"Fire","SAN DIEGO","Odor of Chemical","3","12","2012"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","16","12","2012"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L2)","1","12","2012"
"Fire","SAN DIEGO","Shed/Outbuilding","1","12","2012"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","890","12","2012"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","181","12","2012"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","367","12","2012"
"Station 38","SAN DIEGO","Street Flooded 7-46","10","12","2012"
"Fire","SAN DIEGO","Tree","4","12","2012"
"Fire","SAN DIEGO","Vehicle Fire","29","12","2012"
"Fire","SAN DIEGO","Vehicle Fire 1st Alarm","1","12","2012"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","79","1","2013"
"Fire","SAN DIEGO","AID - ENGINE","1","1","2013"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","11","1","2013"
"Fire","SAN DIEGO","Assault/Rape (L4)","3","1","2013"
"Fire","SAN DIEGO","Assist PD - Ladder Bldg","4","1","2013"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L4)","55","1","2013"
"Fire","SAN DIEGO","Boat Fire","1","1","2013"
"Fire","SAN DIEGO","Burns / Explosion (L1)","6","1","2013"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L3)","1","1","2013"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","164","1","2013"
"Fire","SAN DIEGO","Chest Pain (L3)","17","1","2013"
"Fire","SAN DIEGO","Diabetic Problems (L1)","205","1","2013"
"Fire","SAN DIEGO","EDT/XRAY","14","1","2013"
"Fire","SAN DIEGO","Extinguished Fire","11","1","2013"
"Fire","SAN DIEGO","HazMat","2","1","2013"
"Fire","SAN DIEGO","HazMat Single  Engine","19","1","2013"
"Fire","SAN DIEGO","Headache (L3)","16","1","2013"
"Fire","SAN DIEGO","Heat / Cold Exposure (L1)","6","1","2013"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L4)","1","1","2013"
"Fire","SAN DIEGO","LG Cliff Rescue","3","1","2013"
"Fire","SAN DIEGO","Medical Aid","81","1","2013"
"Station 38","SAN DIEGO","No Water","8","1","2013"
"Fire","SAN DIEGO","Noxious Odor","17","1","2013"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L1)","184","1","2013"
"Fire","SAN DIEGO","Oven Fire","11","1","2013"
"Fire","SAN DIEGO","Pole Fire","3","1","2013"
"Fire","SAN DIEGO","Ringing Alarm","354","1","2013"
"Fire","SAN DIEGO","Ringing Alarm Highrise","167","1","2013"
"Fire","SAN DIEGO","Structure Highrise/Hospital","13","1","2013"
"Fire","SAN DIEGO","Traffic Accident Freeway (CV)","1","1","2013"
"Station 38","SAN DIEGO","Traffic Signal 11-65","28","1","2013"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L1)","203","1","2013"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L4)","26","1","2013"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","20","1","2013"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","5","1","2013"
"Fire","SAN DIEGO","Vegetation No Special Response","26","1","2013"
"Station 38","SAN DIEGO","Vehicle Broken Down 7-19","2","1","2013"
"Station 38","SAN DIEGO","Water Main Break 7-24","10","1","2013"
"Fire","SAN DIEGO","Water Removal/Flooding","12","1","2013"
"Fire","SAN DIEGO","AID - MEDIC","1","1","2013"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","6","1","2013"
"Fire","SAN DIEGO","Assault/Rape (L1)","256","1","2013"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","16","1","2013"
"Fire","SAN DIEGO","Breathing Problems (L1)","1154","1","2013"
"Fire","SAN DIEGO","Breathing Problems (L3)","1","1","2013"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","4","1","2013"
"Fire","SAN DIEGO","Chest Pain (L1)","701","1","2013"
"Fire","SAN DIEGO","Choking (L3)","13","1","2013"
"Station 38","SAN DIEGO","City Building Issue","5","1","2013"
"Station 38","SAN DIEGO","City Parks Issue","2","1","2013"
"Fire","SAN DIEGO","Convulsions / Seizures (L2)","1","1","2013"
"Fire","SAN DIEGO","Convulsions / Seizures (L3)","1","1","2013"
"Station 38","SAN DIEGO","Dead Animal 7-51","6","1","2013"
"Station 38","SAN DIEGO","Dirty Water 7-82","2","1","2013"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","6","1","2013"
"Station 38","SAN DIEGO","Field Engineer","1","1","2013"
"Station 38","SAN DIEGO","Flat Tire 7-18","1","1","2013"
"Fire","SAN DIEGO","Headache (L4)","7","1","2013"
"Fire","SAN DIEGO","Heart Problems (L3)","9","1","2013"
"Fire","SAN DIEGO","Natural Gas Leak Lg Diam/Fire","9","1","2013"
"Fire","SAN DIEGO","Odor of Smoke","18","1","2013"
"Fire","SAN DIEGO","POISON CONTROL","2","1","2013"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","73","1","2013"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","127","1","2013"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","10","1","2013"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","73","1","2013"
"Fire","SAN DIEGO","Rubbish Fire","80","1","2013"
"Station 38","SAN DIEGO","Sewage Flood Outside","1","1","2013"
"Station 38","SAN DIEGO","Sewer Odor","1","1","2013"
"Station 38","SAN DIEGO","Sink Hole in Street 7-42","1","1","2013"
"Fire","SAN DIEGO","Special Service","14","1","2013"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","36","1","2013"
"Fire","SAN DIEGO","Still alarm","31","1","2013"
"Fire","SAN DIEGO","Structure Residential","65","1","2013"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L2)","1","1","2013"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","941","1","2013"
"Fire","SAN DIEGO","Vehicle Fire","33","1","2013"
"Fire","SAN DIEGO","Vehicle Rescue","27","1","2013"
"Fire","SAN DIEGO","Wires down","7","1","2013"
"Fire","SAN DIEGO","Alert 5 Reduced","1","1","2013"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","82","1","2013"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","6","1","2013"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","10","1","2013"
"Station 38","SAN DIEGO","Building Engineer","1","1","2013"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","46","1","2013"
"Fire","SAN DIEGO","Choking (L1)","29","1","2013"
"Fire","SAN DIEGO","CSA Medical Aid","3","1","2013"
"Fire","SAN DIEGO","Elevator Rescue","47","1","2013"
"Fire","SAN DIEGO","ERT Routine HZ Waste","4","1","2013"
"Fire","SAN DIEGO","Eye Problems / Injuries (L1)","6","1","2013"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","184","1","2013"
"Fire","SAN DIEGO","Fence","1","1","2013"
"Fire","SAN DIEGO","Fuel Spill","22","1","2013"
"Fire","SAN DIEGO","Heart Problems (L1)","197","1","2013"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","314","1","2013"
"Fire","SAN DIEGO","Investigate","2","1","2013"
"Fire","SAN DIEGO","Miscellaneous Rescue","8","1","2013"
"Fire","SAN DIEGO","Natural Gas Leak/Odor","36","1","2013"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","15","1","2013"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L4)","1","1","2013"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","1010","1","2013"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","170","1","2013"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","467","1","2013"
"Fire","SAN DIEGO","Smoke Check","52","1","2013"
"Fire","SAN DIEGO","Special Response Team","2","1","2013"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","209","1","2013"
"Fire","SAN DIEGO","Traffic Accident (L1)","695","1","2013"
"Fire","SAN DIEGO","Transformer","3","1","2013"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","79","1","2013"
"Fire","SAN DIEGO","Vehicle Fire Freeway","35","1","2013"
"Station 38","SAN DIEGO","Water Leak 1161","44","1","2013"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","241","1","2013"
"Fire","SAN DIEGO","Alert 2 - Brown/Mont","1","1","2013"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","4","1","2013"
"Fire","SAN DIEGO","Assault/Rape (L3)","6","1","2013"
"Fire","SAN DIEGO","Assist PD","2","1","2013"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","439","1","2013"
"Fire","SAN DIEGO","Diabetic Problems (L3)","28","1","2013"
"Fire","SAN DIEGO","Electrical Short","16","1","2013"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","6","1","2013"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","863","1","2013"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","106","1","2013"
"Fire","SAN DIEGO","Headache (L1)","62","1","2013"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","39","1","2013"
"Fire","SAN DIEGO","Illegal Burn","45","1","2013"
"Fire","SAN DIEGO","Knocked Off Hydrant","4","1","2013"
"Fire","SAN DIEGO","Lock in/out","38","1","2013"
"Fire","SAN DIEGO","Medical Alert Alarm","98","1","2013"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","4","1","2013"
"Station 38","SAN DIEGO","Poor Pressure 7-85","7","1","2013"
"Station 38","SAN DIEGO","Sewage Flood Inside","1","1","2013"
"Fire","SAN DIEGO","Shed/Outbuilding","1","1","2013"
"Station 38","SAN DIEGO","Street Hazard","18","1","2013"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","69","1","2013"
"Fire","SAN DIEGO","Tree","9","1","2013"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","219","1","2013"
"Fire","SAN DIEGO","Vegetation Special Resp Area","2","1","2013"
"Fire","SAN DIEGO","Vehicle vs Structure","10","1","2013"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","81","2","2013"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","13","2","2013"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","11","2","2013"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","15","2","2013"
"Fire","SAN DIEGO","Burns / Explosion (L3)","2","2","2013"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","163","2","2013"
"Fire","SAN DIEGO","Chest Pain (L1)","684","2","2013"
"Fire","SAN DIEGO","Cliff Rescue","4","2","2013"
"Station 38","SAN DIEGO","Damaged Meter 7-56","1","2","2013"
"Fire","SAN DIEGO","EDT/XRAY","15","2","2013"
"Fire","SAN DIEGO","Electrocution (L1)","1","2","2013"
"Fire","SAN DIEGO","Elevator Rescue","36","2","2013"
"Fire","SAN DIEGO","ERT Routine HZ Waste","3","2","2013"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","2","2","2013"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","150","2","2013"
"Fire","SAN DIEGO","Fuel Spill","16","2","2013"
"Fire","SAN DIEGO","HazMat Single  Engine","10","2","2013"
"Fire","SAN DIEGO","Headache (L4)","10","2","2013"
"Fire","SAN DIEGO","Heart Problems (L1)","144","2","2013"
"Fire","SAN DIEGO","Heart Problems (L3)","5","2","2013"
"Fire","SAN DIEGO","Medical Multi Casualty","1","2","2013"
"Fire","SAN DIEGO","Miscellaneous Rescue","9","2","2013"
"Fire","SAN DIEGO","Odor of Smoke","9","2","2013"
"Fire","SAN DIEGO","Pole Fire","2","2","2013"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","100","2","2013"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","6","2","2013"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","70","2","2013"
"Station 38","SAN DIEGO","Radio Issue","1","2","2013"
"Station 38","SAN DIEGO","Sewage Flood Outside","1","2","2013"
"Fire","SAN DIEGO","Smoke Check","43","2","2013"
